aspect_seat,aspect_food,aspect_staff,aspect_ground_service,aspect_entertainment,aspect_seat_missing,aspect_food_missing,aspect_staff_missing,aspect_ground_service_missing,aspect_entertainment_missing,Verified,Type Of Traveller,Seat Type,review_length,Recommended
0.9744,0.9744,0.9744,0.9744,0.9744,0,0,0,0,0,False,Solo Leisure,Premium Economy,647,1
,,-0.813,-0.813,,1,1,0,0,1,True,Business,Economy Class,462,0
,,,0.0258,,1,1,1,0,1,False,Couple Leisure,Economy Class,276,0
,,,0.7184,,1,1,1,0,1,True,Business,Economy Class,411,0
,,,-0.8979,,1,1,1,0,1,True,Family Leisure,Economy Class,1049,0
,,,-0.8074,,1,1,1,0,1,True,Couple Leisure,Economy Class,411,0
,,,-0.5106,,1,1,1,0,1,True,Solo Leisure,Economy Class,935,0
,,-0.8456,-0.8456,,1,1,0,0,1,False,Couple Leisure,Economy Class,2959,0
0.9905,0.9905,0.9905,,0.9905,0,0,0,1,0,True,Solo Leisure,Business Class,666,1
,,,-0.8074,,1,1,1,0,1,True,Solo Leisure,Economy Class,194,0
0.9864,0.9864,0.9864,0.9864,,0,0,0,0,1,True,Solo Leisure,Premium Economy,699,1
,,-0.926,-0.926,,1,1,0,0,1,True,Business,Economy Class,966,0
,,,-0.5312,,1,1,1,0,1,True,Solo Leisure,Economy Class,758,0
,,0.9118,0.9118,,1,1,0,0,1,True,Family Leisure,Economy Class,515,1
,,-0.3612,-0.3612,,1,1,0,0,1,True,Couple Leisure,Economy Class,869,0
,,,0.4102,,1,1,1,0,1,True,Solo Leisure,Economy Class,1094,0
,,,0.3612,,1,1,1,0,1,False,Business,Business Class,606,0
0.9802,0.9802,0.9802,0.9802,0.9802,0,0,0,0,0,True,Solo Leisure,Economy Class,329,1
-0.3182,,-0.3182,-0.3182,,0,1,0,0,1,True,Solo Leisure,Economy Class,537,0
0.7003,0.7003,0.7003,,,0,0,0,1,1,True,Solo Leisure,Business Class,182,0
0.8591,0.8591,0.8591,,,0,0,0,1,1,True,Solo Leisure,Economy Class,184,0
,,0.9674,0.9674,,1,1,0,0,1,True,Solo Leisure,Economy Class,341,1
0.9949,0.9949,0.9949,0.9949,0.9949,0,0,0,0,0,True,Solo Leisure,Economy Class,1222,1
0.9432,0.9432,0.9432,0.9432,,0,0,0,0,1,True,Solo Leisure,Economy Class,699,1
,,0.9123,,,1,1,0,1,1,True,Family Leisure,Economy Class,443,1
,,-0.477,-0.477,,1,1,0,0,1,True,Family Leisure,Economy Class,495,0
,0.9783,0.9783,0.9783,0.9783,1,0,0,0,0,True,Solo Leisure,Economy Class,696,1
0.836,,0.836,0.836,,0,1,0,0,1,True,Solo Leisure,Economy Class,797,0
,,,-0.1779,,1,1,1,0,1,True,Solo Leisure,Economy Class,684,0
,0.0,,,,1,0,1,1,1,True,Solo Leisure,Economy Class,275,0
,,,-0.3612,,1,1,1,0,1,True,Solo Leisure,Economy Class,420,0
0.8176,0.8176,0.8176,,,0,0,0,1,1,True,Solo Leisure,Economy Class,388,1
-0.5574,,-0.5574,-0.5574,,0,1,0,0,1,True,Couple Leisure,Economy Class,1232,0
,,,-0.6124,,1,1,1,0,1,True,Solo Leisure,Economy Class,641,0
0.9682,0.9682,0.9682,,,0,0,0,1,1,True,Solo Leisure,Economy Class,636,1
0.9911,,0.9911,0.9911,,0,1,0,0,1,True,Solo Leisure,Economy Class,846,1
,,,0.5868,,1,1,1,0,1,True,Family Leisure,Economy Class,1999,0
,0.7147,0.7147,0.7147,0.7147,1,0,0,0,0,True,Solo Leisure,Economy Class,448,1
,0.9571,0.9571,,,1,0,0,1,1,True,Solo Leisure,Economy Class,164,1
-0.5222,,-0.5222,-0.5222,,0,1,0,0,1,True,Solo Leisure,Economy Class,1278,0
0.8252,,0.8252,0.8252,,0,1,0,0,1,True,Family Leisure,Economy Class,687,0
,,-0.7003,,,1,1,0,1,1,True,Business,Economy Class,454,0
0.9432,,0.9432,0.9432,,0,1,0,0,1,True,Business,Business Class,547,1
0.9863,0.9863,0.9863,0.9863,0.9863,0,0,0,0,0,True,Business,Premium Economy,1351,1
,,-0.9349,-0.9349,,1,1,0,0,1,True,Family Leisure,Economy Class,674,0
,,,-0.022,,1,1,1,0,1,True,Solo Leisure,Economy Class,358,0
,0.9136,0.9136,,0.9136,1,0,0,1,0,True,Business,Economy Class,209,1
,,,0.6088,,1,1,1,0,1,True,Solo Leisure,Economy Class,895,1
,,0.8591,,,1,1,0,1,1,False,Couple Leisure,Economy Class,844,1
,,,-0.296,,1,1,1,0,1,True,Family Leisure,Economy Class,1327,0
,,-0.9686,-0.9686,,1,1,0,0,1,True,Solo Leisure,Economy Class,1079,0
0.9761,0.9761,,,,0,0,1,1,1,True,Couple Leisure,Economy Class,386,1
0.0,,0.0,0.0,,0,1,0,0,1,True,Family Leisure,Economy Class,324,0
,,0.5719,0.5719,,1,1,0,0,1,True,Family Leisure,Economy Class,850,0
,0.926,0.926,0.926,,1,0,0,0,1,True,Business,Economy Class,608,1
,0.9612,0.9612,0.9612,,1,0,0,0,1,True,Business,Economy Class,254,1
0.9702,,0.9702,0.9702,,0,1,0,0,1,True,Business,Economy Class,602,1
,0.9001,0.9001,0.9001,,1,0,0,0,1,True,Couple Leisure,Economy Class,801,0
0.8781,,0.8781,,,0,1,0,1,1,False,Solo Leisure,Business Class,394,1
0.9944,0.9944,0.9944,,,0,0,0,1,1,False,Family Leisure,Economy Class,1098,1
,0.9153,0.9153,0.9153,0.9153,1,0,0,0,0,True,Family Leisure,Economy Class,1077,0
,,-0.9719,-0.9719,,1,1,0,0,1,True,Solo Leisure,Economy Class,3027,0
,,-0.6602,-0.6602,,1,1,0,0,1,True,Solo Leisure,Economy Class,1500,0
,0.9326,0.9326,0.9326,,1,0,0,0,1,True,Solo Leisure,Economy Class,603,1
0.9854,0.9854,0.9854,0.9854,0.9854,0,0,0,0,0,True,Solo Leisure,Economy Class,1208,1
-0.4107,-0.4107,-0.4107,-0.4107,,0,0,0,0,1,False,Family Leisure,Business Class,1250,0
,-0.2716,-0.2716,-0.2716,-0.2716,1,0,0,0,0,True,Solo Leisure,Economy Class,1029,0
,,0.228,0.228,,1,1,0,0,1,True,Family Leisure,Economy Class,839,0
,,,0.2023,,1,1,1,0,1,True,Family Leisure,Economy Class,683,0
,0.894,,0.894,0.894,1,0,1,0,0,True,Business,Economy Class,975,1
-0.1531,,-0.1531,-0.1531,-0.1531,0,1,0,0,0,True,Family Leisure,Economy Class,1199,0
-0.7964,,-0.7964,-0.7964,,0,1,0,0,1,True,Business,Economy Class,865,0
,,,-0.8625,,1,1,1,0,1,True,Couple Leisure,Economy Class,617,0
,,,-0.8373,,1,1,1,0,1,True,Solo Leisure,Economy Class,499,0
,,0.5413,0.5413,,1,1,0,0,1,True,Business,Economy Class,909,0
,,,-0.2023,,1,1,1,0,1,True,Business,Economy Class,384,0
,,-0.8934,-0.8934,,1,1,0,0,1,True,Business,Business Class,554,0
,0.9287,,0.9287,,1,0,1,0,1,True,Solo Leisure,Economy Class,216,1
0.5095,0.5095,0.5095,,,0,0,0,1,1,True,Solo Leisure,Economy Class,942,0
-0.2732,,-0.2732,-0.2732,,0,1,0,0,1,True,Couple Leisure,Economy Class,428,0
,,0.7732,0.7732,,1,1,0,0,1,True,Solo Leisure,Economy Class,793,0
,-0.8436,-0.8436,-0.8436,-0.8436,1,0,0,0,0,True,Business,Economy Class,1593,0
,0.9549,0.9549,0.9549,,1,0,0,0,1,False,Family Leisure,Economy Class,796,1
,0.0056,0.0056,0.0056,,1,0,0,0,1,True,Solo Leisure,Economy Class,863,0
,,-0.2732,-0.2732,,1,1,0,0,1,True,Family Leisure,Economy Class,1461,0
-0.5799,-0.5799,,-0.5799,-0.5799,0,0,1,0,0,True,Solo Leisure,Economy Class,286,0
,-0.743,,-0.743,-0.743,1,0,1,0,0,True,Solo Leisure,Economy Class,349,0
0.0772,0.0772,,,0.0772,0,0,1,1,0,True,Couple Leisure,Economy Class,513,0
,,,-0.5574,,1,1,1,0,1,True,Solo Leisure,Economy Class,390,0
,,-0.624,,,1,1,0,1,1,True,Business,Economy Class,181,0
,-0.9217,-0.9217,,,1,0,0,1,1,False,Solo Leisure,Economy Class,181,0
,,-0.688,-0.688,-0.688,1,1,0,0,0,False,Couple Leisure,Economy Class,410,1
,0.0992,0.0992,0.0992,,1,0,0,0,1,True,Solo Leisure,Economy Class,891,0
,,0.7778,0.7778,0.7778,1,1,0,0,0,True,Solo Leisure,Economy Class,2323,0
-0.9621,,-0.9621,-0.9621,-0.9621,0,1,0,0,0,True,Couple Leisure,Business Class,1151,0
,,-0.0258,-0.0258,,1,1,0,0,1,True,Couple Leisure,Economy Class,819,0
,,-0.8531,-0.8531,-0.8531,1,1,0,0,0,False,Solo Leisure,Economy Class,677,0
,,,0.9325,,1,1,1,0,1,True,Family Leisure,Economy Class,343,1
,,0.792,0.792,,1,1,0,0,1,True,Solo Leisure,Economy Class,990,0
,,,,,1,1,1,1,1,False,Business,Economy Class,192,1
,-0.7964,-0.7964,-0.7964,,1,0,0,0,1,True,Business,Business Class,483,0
,,,-0.9196,,1,1,1,0,1,True,Business,Economy Class,709,0
,,-0.9612,-0.9612,,1,1,0,0,1,True,Solo Leisure,Economy Class,1143,0
,,0.8176,0.8176,,1,1,0,0,1,False,Couple Leisure,Economy Class,405,0
,,,0.0772,,1,1,1,0,1,True,Solo Leisure,Economy Class,562,0
,,-0.1531,-0.1531,,1,1,0,0,1,True,Solo Leisure,Economy Class,529,0
,-0.6808,-0.6808,-0.6808,-0.6808,1,0,0,0,0,True,Family Leisure,Business Class,1138,0
,,-0.9452,-0.9452,,1,1,0,0,1,True,Couple Leisure,Economy Class,1153,0
0.9371,,0.9371,0.9371,,0,1,0,0,1,True,Solo Leisure,Economy Class,227,1
,,-0.9429,-0.9429,,1,1,0,0,1,False,Couple Leisure,Economy Class,1787,0
,,-0.6453,-0.6453,,1,1,0,0,1,False,Family Leisure,Economy Class,1245,0
,,-0.8176,-0.8176,,1,1,0,0,1,True,Solo Leisure,Economy Class,359,0
0.9423,0.9423,0.9423,0.9423,,0,0,0,0,1,True,Couple Leisure,Economy Class,574,1
,,0.9313,,,1,1,0,1,1,True,Solo Leisure,Economy Class,171,1
,,-0.6969,-0.6969,,1,1,0,0,1,True,Couple Leisure,Premium Economy,596,0
-0.7978,-0.7978,-0.7978,-0.7978,,0,0,0,0,1,True,Family Leisure,Economy Class,1382,0
0.8858,0.8858,0.8858,0.8858,,0,0,0,0,1,True,Family Leisure,Economy Class,1053,1
-0.9433,,-0.9433,,,0,1,0,1,1,True,Family Leisure,Economy Class,363,0
,,,-0.9304,,1,1,1,0,1,True,Couple Leisure,Economy Class,2578,0
0.6605,0.6605,,0.6605,0.6605,0,0,1,0,0,True,Couple Leisure,Economy Class,1507,0
,,,-0.4767,-0.4767,1,1,1,0,0,True,Couple Leisure,Economy Class,890,0
,,-0.9393,-0.9393,,1,1,0,0,1,True,Business,Economy Class,1100,0
0.9678,0.9678,0.9678,,,0,0,0,1,1,True,Couple Leisure,Economy Class,932,1
0.9146,0.9146,,,0.9146,0,0,1,1,0,True,Solo Leisure,Economy Class,674,1
,,0.4215,,,1,1,0,1,1,True,Couple Leisure,Economy Class,551,0
,,,0.0,,1,1,1,0,1,True,Solo Leisure,Economy Class,907,0
-0.9653,,,-0.9653,,0,1,1,0,1,True,Family Leisure,Economy Class,1944,0
0.9119,,0.9119,0.9119,,0,1,0,0,1,True,Solo Leisure,Economy Class,711,1
0.9605,0.9605,0.9605,,0.9605,0,0,0,1,0,False,Couple Leisure,Business Class,325,1
0.7096,0.7096,0.7096,,,0,0,0,1,1,False,Family Leisure,Economy Class,851,1
,0.9509,0.9509,,,1,0,0,1,1,False,Couple Leisure,Economy Class,304,1
,0.9413,0.9413,,,1,0,0,1,1,False,Couple Leisure,Economy Class,477,1
0.9029,0.9029,0.9029,0.9029,0.9029,0,0,0,0,0,False,Business,Business Class,1272,0
,,-0.5423,-0.5423,,1,1,0,0,1,False,Business,Economy Class,655,0
-0.7425,-0.7425,-0.7425,-0.7425,,0,0,0,0,1,False,Solo Leisure,Economy Class,719,0
0.9688,,0.9688,0.9688,,0,1,0,0,1,False,Solo Leisure,Business Class,932,1
,,0.923,0.923,,1,1,0,0,1,False,Couple Leisure,Business Class,329,1
-0.7289,,-0.7289,,-0.7289,0,1,0,1,0,False,Couple Leisure,Economy Class,1030,0
0.9819,0.9819,0.9819,,,0,0,0,1,1,False,Business,Business Class,908,1
,,-0.9562,-0.9562,,1,1,0,0,1,False,Family Leisure,Economy Class,875,0
0.9442,0.9442,0.9442,0.9442,,0,0,0,0,1,False,Business,Economy Class,280,1
,0.8689,0.8689,0.8689,,1,0,0,0,1,False,Solo Leisure,Premium Economy,1031,1
,,-0.016,-0.016,,1,1,0,0,1,False,Couple Leisure,Economy Class,2310,0
,,-0.6865,-0.6865,,1,1,0,0,1,False,Family Leisure,Economy Class,577,0
,0.6705,0.6705,0.6705,0.6705,1,0,0,0,0,False,Solo Leisure,Economy Class,1132,1
0.963,0.963,0.963,,0.963,0,0,0,1,0,False,Solo Leisure,Economy Class,1740,0
-0.9539,,-0.9539,-0.9539,,0,1,0,0,1,False,Solo Leisure,Economy Class,632,0
-0.0366,-0.0366,,-0.0366,,0,0,1,0,1,False,Business,Economy Class,398,0
,,-0.8834,-0.8834,,1,1,0,0,1,False,Couple Leisure,Premium Economy,556,0
,0.6626,0.6626,0.6626,,1,0,0,0,1,False,Solo Leisure,Economy Class,1648,0
0.8957,,0.8957,,,0,1,0,1,1,False,Business,Economy Class,349,1
0.977,0.977,0.977,0.977,0.977,0,0,0,0,0,False,Family Leisure,Business Class,1988,1
0.9001,0.9001,,0.9001,,0,0,1,0,1,False,Family Leisure,Economy Class,595,0
0.3818,0.3818,0.3818,0.3818,,0,0,0,0,1,False,Solo Leisure,Economy Class,859,1
,0.9924,0.9924,,0.9924,1,0,0,1,0,False,Solo Leisure,Economy Class,691,1
-0.7717,-0.7717,-0.7717,,,0,0,0,1,1,False,Business,Business Class,469,0
0.9218,0.9218,0.9218,0.9218,,0,0,0,0,1,False,Family Leisure,Economy Class,355,1
0.9769,,0.9769,0.9769,0.9769,0,1,0,0,0,False,Business,Economy Class,761,1
0.0,,,0.0,,0,1,1,0,1,False,Business,Economy Class,394,0
0.7268,0.7268,0.7268,,0.7268,0,0,0,1,0,False,Solo Leisure,Economy Class,1115,1
-0.8925,-0.8925,-0.8925,-0.8925,-0.8925,0,0,0,0,0,False,Business,Business Class,1435,0
,,0.8225,0.8225,,1,1,0,0,1,False,Unknown,Economy Class,249,1
0.8271,,0.8271,,,0,1,0,1,1,False,Unknown,Economy Class,233,1
-0.5738,,,-0.5738,-0.5738,0,1,1,0,0,False,Unknown,Economy Class,976,0
0.9538,0.9538,0.9538,,,0,0,0,1,1,False,Unknown,Business Class,879,1
0.9571,,0.9571,,,0,1,0,1,1,False,Unknown,Business Class,225,1
-0.6662,-0.6662,-0.6662,-0.6662,,0,0,0,0,1,False,Unknown,Economy Class,699,0
,,-0.6124,-0.6124,,1,1,0,0,1,False,Unknown,Economy Class,758,0
,0.9747,0.9747,0.9747,,1,0,0,0,1,False,Unknown,Business Class,1928,1
0.941,0.941,0.941,0.941,,0,0,0,0,1,False,Unknown,Economy Class,533,1
,,-0.6486,-0.6486,,1,1,0,0,1,False,Unknown,Economy Class,619,0
0.9169,0.9169,0.9169,0.9169,,0,0,0,0,1,False,Unknown,Premium Economy,772,1
0.5267,,,,,0,1,1,1,1,False,Unknown,Economy Class,264,1
0.9744,,0.9744,0.9744,0.9744,0,1,0,0,0,False,Unknown,Business Class,686,1
0.9698,0.9698,0.9698,,0.9698,0,0,0,1,0,False,Unknown,Business Class,693,1
-0.7783,-0.7783,-0.7783,-0.7783,-0.7783,0,0,0,0,0,False,Unknown,Economy Class,2069,0
,0.8122,0.8122,0.8122,,1,0,0,0,1,False,Unknown,Economy Class,313,1
0.6908,,0.6908,0.6908,,0,1,0,0,1,False,Unknown,Economy Class,387,1
-0.4019,-0.4019,,,,0,0,1,1,1,False,Unknown,Business Class,993,0
0.946,0.946,0.946,0.946,,0,0,0,0,1,False,Unknown,Premium Economy,727,1
-0.4019,-0.4019,-0.4019,-0.4019,,0,0,0,0,1,False,Unknown,Economy Class,1038,0
,0.7184,0.7184,0.7184,,1,0,0,0,1,False,Unknown,Economy Class,460,1
0.6649,0.6649,,0.6649,0.6649,0,0,1,0,0,False,Unknown,Economy Class,1955,0
,0.9582,0.9582,,0.9582,1,0,0,1,0,False,Unknown,Economy Class,339,1
,,-0.6597,-0.6597,,1,1,0,0,1,False,Unknown,Economy Class,340,0
0.9231,0.9231,0.9231,,0.9231,0,0,0,1,0,False,Unknown,Economy Class,484,1
,0.8074,0.8074,0.8074,0.8074,1,0,0,0,0,False,Unknown,Economy Class,905,0
,0.738,,0.738,0.738,1,0,1,0,0,False,Unknown,Economy Class,767,0
,,,0.2047,0.2047,1,1,1,0,0,False,Unknown,Economy Class,1539,0
,,0.8402,,0.8402,1,1,0,1,0,False,Unknown,Economy Class,207,1
0.5574,,0.5574,,,0,1,0,1,1,True,Couple Leisure,Economy Class,265,0
,,-0.3182,-0.3182,-0.3182,1,1,0,0,0,True,Couple Leisure,Economy Class,258,0
,,0.0258,0.0258,,1,1,0,0,1,True,Family Leisure,First Class,1490,0
-0.8898,,-0.8898,-0.8898,,0,1,0,0,1,True,Family Leisure,Economy Class,746,0
,,-0.5023,-0.5023,,1,1,0,0,1,True,Couple Leisure,Economy Class,646,0
,,-0.8669,-0.8669,,1,1,0,0,1,True,Family Leisure,Economy Class,1532,0
,,-0.7706,-0.7706,,1,1,0,0,1,True,Family Leisure,Economy Class,457,0
,,0.9022,0.9022,,1,1,0,0,1,False,Solo Leisure,Economy Class,311,0
0.9062,0.9062,0.9062,,,0,0,0,1,1,False,Business,Economy Class,288,1
0.5739,,,0.5739,,0,1,1,0,1,False,Couple Leisure,Economy Class,1248,0
,,,-0.4019,,1,1,1,0,1,False,Solo Leisure,Economy Class,422,0
-0.9333,,-0.9333,-0.9333,-0.9333,0,1,0,0,0,True,Family Leisure,Economy Class,2057,0
,,,0.296,,1,1,1,0,1,False,Business,Premium Economy,629,0
-0.5994,,,-0.5994,,0,1,1,0,1,False,Couple Leisure,Economy Class,495,0
-0.9863,-0.9863,-0.9863,-0.9863,,0,0,0,0,1,True,Business,Business Class,1973,0
0.8162,,0.8162,0.8162,,0,1,0,0,1,True,Solo Leisure,Economy Class,1544,0
,,,0.9325,,1,1,1,0,1,True,Couple Leisure,Economy Class,1440,0
-0.8316,,-0.8316,-0.8316,,0,1,0,0,1,True,Family Leisure,Economy Class,805,0
,,-0.938,-0.938,,1,1,0,0,1,False,Couple Leisure,Economy Class,884,0
,,-0.2732,-0.2732,,1,1,0,0,1,True,Business,Economy Class,1215,0
,-0.2732,-0.2732,-0.2732,,1,0,0,0,1,True,Couple Leisure,Economy Class,889,0
,,-0.9569,-0.9569,,1,1,0,0,1,False,Family Leisure,Economy Class,630,0
,-0.8934,-0.8934,,-0.8934,1,0,0,1,0,True,Business,Business Class,699,0
0.4007,,0.4007,0.4007,,0,1,0,0,1,True,Couple Leisure,Economy Class,541,0
-0.5906,,,-0.5906,,0,1,1,0,1,True,Couple Leisure,Economy Class,1263,0
,,0.5702,0.5702,,1,1,0,0,1,False,Couple Leisure,Economy Class,428,1
-0.3306,,,,,0,1,1,1,1,True,Couple Leisure,Economy Class,408,1
,,-0.5187,-0.5187,,1,1,0,0,1,False,Family Leisure,Economy Class,364,0
-0.296,-0.296,,-0.296,-0.296,0,0,1,0,0,True,Family Leisure,Economy Class,974,0
,-0.7482,-0.7482,-0.7482,,1,0,0,0,1,False,Family Leisure,Economy Class,507,0
-0.9423,,-0.9423,,,0,1,0,1,1,True,Solo Leisure,Economy Class,626,0
,,-0.7394,,,1,1,0,1,1,True,Family Leisure,Economy Class,435,0
-0.9559,,,-0.9559,,0,1,1,0,1,True,Couple Leisure,Economy Class,751,0
,,-0.8591,-0.8591,,1,1,0,0,1,False,Solo Leisure,Economy Class,1181,0
,,-0.743,,,1,1,0,1,1,True,Business,Business Class,196,0
,-0.9524,-0.9524,,,1,0,0,1,1,True,Solo Leisure,Premium Economy,934,0
,,-0.1082,-0.1082,-0.1082,1,1,0,0,0,True,Solo Leisure,Economy Class,511,0
,,0.7905,0.7905,,1,1,0,0,1,True,Solo Leisure,Economy Class,1069,0
-0.8625,,-0.8625,-0.8625,,0,1,0,0,1,True,Solo Leisure,Premium Economy,1412,0
,,-0.9595,-0.9595,,1,1,0,0,1,True,Couple Leisure,Economy Class,573,0
-0.4472,,,,,0,1,1,1,1,True,Couple Leisure,Business Class,286,0
,,-0.4404,-0.4404,,1,1,0,0,1,True,Family Leisure,Economy Class,774,0
-0.6597,,-0.6597,,-0.6597,0,1,0,1,0,False,Family Leisure,Premium Economy,666,0
-0.8462,,-0.8462,,-0.8462,0,1,0,1,0,True,Couple Leisure,Economy Class,467,0
-0.7128,-0.7128,,,,0,0,1,1,1,True,Solo Leisure,Economy Class,228,1
-0.9249,,-0.9249,-0.9249,,0,1,0,0,1,False,Family Leisure,Economy Class,649,0
-0.9493,-0.9493,-0.9493,-0.9493,,0,0,0,0,1,False,Family Leisure,Business Class,1190,0
-0.945,,,,,0,1,1,1,1,False,Couple Leisure,Economy Class,964,0
,,-0.8716,-0.8716,,1,1,0,0,1,True,Family Leisure,Economy Class,740,0
,,,0.6057,,1,1,1,0,1,False,Couple Leisure,Economy Class,203,0
0.9018,,0.9018,0.9018,,0,1,0,0,1,True,Couple Leisure,Business Class,2860,0
-0.6486,-0.6486,,-0.6486,,0,0,1,0,1,False,Family Leisure,Economy Class,597,0
,,-0.5423,-0.5423,,1,1,0,0,1,True,Business,Economy Class,604,0
0.6208,0.6208,0.6208,,,0,0,0,1,1,True,Solo Leisure,Business Class,1077,0
-0.802,,-0.802,-0.802,,0,1,0,0,1,True,Couple Leisure,Economy Class,1081,0
,,0.1621,0.1621,,1,1,0,0,1,False,Family Leisure,Economy Class,837,0
,,-0.5719,,,1,1,0,1,1,False,Couple Leisure,First Class,1238,0
,,,-0.128,,1,1,1,0,1,True,Solo Leisure,Economy Class,1558,0
,,0.5994,0.5994,,1,1,0,0,1,True,Couple Leisure,Economy Class,719,0
,,-0.9081,-0.9081,,1,1,0,0,1,False,Business,Economy Class,330,0
,,,-0.1027,,1,1,1,0,1,False,Family Leisure,Economy Class,536,0
,,-0.7916,-0.7916,,1,1,0,0,1,True,Business,Economy Class,382,0
0.3818,0.3818,,,,0,0,1,1,1,False,Business,Business Class,204,1
,,,0.2263,,1,1,1,0,1,False,Solo Leisure,Economy Class,261,0
,,-0.8714,-0.8714,,1,1,0,0,1,False,Solo Leisure,Economy Class,1159,0
,,,-0.5106,,1,1,1,0,1,True,Couple Leisure,Economy Class,414,0
,,-0.1121,-0.1121,,1,1,0,0,1,False,Solo Leisure,Premium Economy,1183,0
,,,0.1513,,1,1,1,0,1,False,Couple Leisure,Economy Class,306,0
,,,-0.5574,,1,1,1,0,1,False,Solo Leisure,Economy Class,290,0
,,,-0.7269,,1,1,1,0,1,True,Couple Leisure,Economy Class,456,0
-0.4588,,,-0.4588,,0,1,1,0,1,True,Couple Leisure,Economy Class,974,0
,-0.8957,-0.8957,,,1,0,0,1,1,True,Business,Business Class,180,0
,,-0.8173,-0.8173,,1,1,0,0,1,False,Business,Business Class,1318,0
-0.9444,,-0.9444,-0.9444,,0,1,0,0,1,True,Couple Leisure,Economy Class,2629,0
-0.7506,,,-0.7506,,0,1,1,0,1,False,Business,Business Class,286,0
,,,-0.4365,,1,1,1,0,1,False,Family Leisure,Economy Class,1185,0
,,-0.5859,-0.5859,,1,1,0,0,1,True,Solo Leisure,Economy Class,222,0
-0.5994,,-0.5994,-0.5994,-0.5994,0,1,0,0,0,True,Business,Economy Class,539,0
,-0.7316,,-0.7316,,1,0,1,0,1,True,Couple Leisure,Economy Class,572,0
,,,-0.9698,-0.9698,1,1,1,0,0,True,Solo Leisure,Business Class,2387,0
,,0.7269,0.7269,0.7269,1,1,0,0,0,True,Business,Business Class,1106,0
,,0.4939,0.4939,,1,1,0,0,1,False,Solo Leisure,Economy Class,692,0
,-0.3167,-0.3167,,,1,0,0,1,1,False,Solo Leisure,Economy Class,432,0
,-0.8166,,-0.8166,,1,0,1,0,1,True,Family Leisure,Business Class,711,0
0.9016,,,0.9016,,0,1,1,0,1,True,Business,Economy Class,1058,0
,,-0.9059,-0.9059,,1,1,0,0,1,True,Couple Leisure,Economy Class,1126,0
,,0.8126,0.8126,,1,1,0,0,1,True,Business,First Class,1233,0
,,0.9304,0.9304,,1,1,0,0,1,True,Family Leisure,Premium Economy,1896,0
,,,0.2023,,1,1,1,0,1,True,Solo Leisure,Economy Class,369,0
,,-0.5267,-0.5267,,1,1,0,0,1,True,Family Leisure,Business Class,217,0
,,-0.7964,-0.7964,,1,1,0,0,1,False,Solo Leisure,Economy Class,234,0
,,0.8316,0.8316,0.8316,1,1,0,0,0,True,Solo Leisure,Economy Class,511,0
-0.9081,,-0.9081,-0.9081,,0,1,0,0,1,False,Solo Leisure,Economy Class,940,0
,,0.4417,0.4417,0.4417,1,1,0,0,0,False,Couple Leisure,Economy Class,646,0
,-0.3761,-0.3761,-0.3761,,1,0,0,0,1,True,Solo Leisure,Economy Class,1233,0
,,,0.9313,,1,1,1,0,1,False,Business,Economy Class,386,0
-0.3047,,-0.3047,-0.3047,,0,1,0,0,1,True,Solo Leisure,Economy Class,732,0
,,-0.9652,,-0.9652,1,1,0,1,0,False,Couple Leisure,Economy Class,1421,0
,-0.836,,-0.836,-0.836,1,0,1,0,0,True,Couple Leisure,Economy Class,375,0
,,,-0.9597,,1,1,1,0,1,True,Couple Leisure,Economy Class,878,0
,,,-0.0772,,1,1,1,0,1,True,Solo Leisure,Economy Class,249,0
,-0.8752,-0.8752,-0.8752,,1,0,0,0,1,True,Couple Leisure,Economy Class,2370,0
,-0.9462,-0.9462,-0.9462,-0.9462,1,0,0,0,0,True,Solo Leisure,Economy Class,2012,0
,,,-0.34,,1,1,1,0,1,True,Solo Leisure,Economy Class,487,0
0.0284,,,0.0284,,0,1,1,0,1,True,Couple Leisure,Economy Class,1430,0
-0.8176,-0.8176,-0.8176,,-0.8176,0,0,0,1,0,True,Business,Business Class,425,0
,,-0.6908,-0.6908,,1,1,0,0,1,False,Family Leisure,Economy Class,1391,0
,,-0.8271,,,1,1,0,1,1,True,Family Leisure,Economy Class,723,0
-0.9042,,-0.9042,-0.9042,,0,1,0,0,1,True,Couple Leisure,Economy Class,725,0
,0.8977,0.8977,,0.8977,1,0,0,1,0,False,Unknown,Economy Class,591,1
0.128,,0.128,0.128,,0,1,0,0,1,False,Unknown,Economy Class,669,0
,-0.5423,,-0.5423,,1,0,1,0,1,False,Unknown,Economy Class,535,0
,,,,,1,1,1,1,1,False,Unknown,Economy Class,276,0
-0.9618,,-0.9618,-0.9618,-0.9618,0,1,0,0,0,False,Unknown,Unknown,728,0
,,,-0.7357,,1,1,1,0,1,False,Unknown,Unknown,710,0
,0.8591,0.8591,0.8591,,1,0,0,0,1,False,Unknown,Unknown,493,0
,0.7906,0.7906,,,1,0,0,1,1,False,Unknown,Unknown,262,0
,0.765,0.765,,,1,0,0,1,1,False,Unknown,Unknown,455,0
,,-0.3664,-0.3664,,1,1,0,0,1,False,Unknown,Unknown,843,0
-0.0258,,-0.0258,-0.0258,-0.0258,0,1,0,0,0,True,Solo Leisure,Premium Economy,1612,0
,,,-0.4939,,1,1,1,0,1,False,Business,Economy Class,492,0
-0.926,,-0.926,-0.926,,0,1,0,0,1,True,Family Leisure,Economy Class,634,0
