Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Seat Comfort_missing,Cabin Staff Service_missing,Food & Beverages_missing,Ground Service_missing,Value For Money_missing,Verified,Type Of Traveller,Seat Type,review_length,Recommended
,,,,,1,1,1,1,1,False,Unknown,Unknown,198,0
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,364,0
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,157,0
5.0,2.0,4.0,2.0,2.0,0,0,0,0,0,True,Solo Leisure,Business Class,1686,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Business,Economy Class,523,1
4.0,5.0,4.0,5.0,4.0,0,0,0,0,0,True,Business,Business Class,331,1
2.0,3.0,3.0,2.0,2.0,0,0,0,0,0,True,Business,Economy Class,1073,0
3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,True,Solo Leisure,Business Class,790,1
1.0,4.0,4.0,3.0,4.0,0,0,0,0,0,True,Business,Premium Economy,676,1
3.0,1.0,4.0,1.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,492,0
4.0,5.0,4.0,3.0,4.0,0,0,0,0,0,False,Solo Leisure,Premium Economy,647,1
3.0,4.0,4.0,1.0,2.0,0,0,0,0,0,True,Business,Economy Class,462,0
,,,,1.0,1,1,1,1,0,False,Couple Leisure,Economy Class,276,0
,,,,1.0,1,1,1,1,0,True,Business,Economy Class,411,0
,,,,1.0,1,1,1,1,0,True,Family Leisure,Economy Class,1049,0
,,,1.0,1.0,1,1,1,0,0,True,Couple Leisure,Economy Class,411,0
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,935,0
,,,,1.0,1,1,1,1,0,False,Couple Leisure,Economy Class,2959,0
5.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Business Class,666,1
,,,,2.0,1,1,1,1,0,True,Solo Leisure,Economy Class,194,0
2.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Premium Economy,699,1
,,,1.0,1.0,1,1,1,0,0,True,Business,Economy Class,966,0
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,758,0
,,,,5.0,1,1,1,1,0,True,Family Leisure,Economy Class,515,1
,,,,1.0,1,1,1,1,0,True,Couple Leisure,Economy Class,869,0
3.0,1.0,3.0,1.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1094,0
,,,,1.0,1,1,1,1,0,False,Business,Business Class,606,0
5.0,5.0,4.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,329,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,537,0
2.0,4.0,2.0,1.0,2.0,0,0,0,0,0,True,Solo Leisure,Business Class,182,0
1.0,2.0,1.0,2.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,184,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,341,1
4.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1222,1
5.0,5.0,5.0,4.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,699,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Family Leisure,Economy Class,443,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,495,0
4.0,4.0,2.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,696,1
3.0,2.0,2.0,1.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,797,0
3.0,1.0,2.0,2.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,684,0
3.0,2.0,1.0,1.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,275,0
3.0,3.0,3.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,420,0
3.0,4.0,2.0,3.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,388,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,1232,0
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,641,0
4.0,5.0,4.0,4.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,636,1
5.0,5.0,5.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,846,1
3.0,3.0,3.0,3.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1999,0
3.0,4.0,3.0,2.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,448,1
5.0,5.0,4.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,164,1
2.0,2.0,2.0,1.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1278,0
,,,,1.0,1,1,1,1,0,True,Family Leisure,Economy Class,687,0
4.0,4.0,,1.0,2.0,0,0,1,0,0,True,Business,Economy Class,454,0
5.0,5.0,5.0,4.0,5.0,0,0,0,0,0,True,Business,Business Class,547,1
3.0,3.0,3.0,3.0,4.0,0,0,0,0,0,True,Business,Premium Economy,1351,1
1.0,1.0,1.0,2.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,674,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,358,0
5.0,5.0,4.0,5.0,5.0,0,0,0,0,0,True,Business,Economy Class,209,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,895,1
5.0,3.0,4.0,4.0,4.0,0,0,0,0,0,False,Couple Leisure,Economy Class,844,1
3.0,4.0,3.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1327,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,1079,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,386,1
1.0,2.0,2.0,1.0,3.0,0,0,0,0,0,True,Family Leisure,Economy Class,324,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,850,0
4.0,4.0,3.0,4.0,5.0,0,0,0,0,0,True,Business,Economy Class,608,1
4.0,3.0,4.0,5.0,5.0,0,0,0,0,0,True,Business,Economy Class,254,1
4.0,3.0,5.0,4.0,5.0,0,0,0,0,0,True,Business,Economy Class,602,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,801,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Solo Leisure,Business Class,394,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Family Leisure,Economy Class,1098,1
3.0,3.0,2.0,1.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,1077,0
,,,1.0,1.0,1,1,1,0,0,True,Solo Leisure,Economy Class,3027,0
3.0,2.0,3.0,1.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1500,0
4.0,4.0,5.0,3.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,603,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1208,1
4.0,4.0,2.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Business Class,1250,0
4.0,3.0,1.0,3.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1029,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,839,0
2.0,3.0,2.0,1.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,683,0
4.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Business,Economy Class,975,1
,,,1.0,1.0,1,1,1,0,0,True,Family Leisure,Economy Class,1199,0
,,,1.0,1.0,1,1,1,0,0,True,Business,Economy Class,865,0
2.0,2.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,617,0
3.0,3.0,4.0,1.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,499,0
4.0,4.0,3.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,909,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,384,0
3.0,3.0,1.0,1.0,2.0,0,0,0,0,0,True,Business,Business Class,554,0
3.0,5.0,3.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,216,1
2.0,2.0,3.0,2.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,942,0
,,,,1.0,1,1,1,1,0,True,Couple Leisure,Economy Class,428,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,793,0
2.0,3.0,2.0,1.0,3.0,0,0,0,0,0,True,Business,Economy Class,1593,0
5.0,5.0,3.0,5.0,5.0,0,0,0,0,0,False,Family Leisure,Economy Class,796,1
2.0,2.0,2.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,863,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1461,0
1.0,2.0,1.0,4.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,286,0
1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,349,0
3.0,3.0,1.0,3.0,3.0,0,0,0,0,0,True,Couple Leisure,Economy Class,513,0
3.0,3.0,3.0,3.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,390,0
1.0,3.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,181,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,181,0
2.0,1.0,1.0,1.0,2.0,0,0,0,0,0,False,Couple Leisure,Economy Class,410,1
3.0,1.0,1.0,3.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,891,0
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,2323,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Business Class,1151,0
,,,,1.0,1,1,1,1,0,True,Couple Leisure,Economy Class,819,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,677,0
4.0,5.0,3.0,5.0,5.0,0,0,0,0,0,True,Family Leisure,Economy Class,343,1
3.0,4.0,3.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,990,0
3.0,3.0,3.0,4.0,4.0,0,0,0,0,0,False,Business,Economy Class,192,1
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Business Class,483,0
,,,,1.0,1,1,1,1,0,True,Business,Economy Class,709,0
4.0,4.0,4.0,1.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1143,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,405,0
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,562,0
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,529,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Business Class,1138,0
,,,1.0,1.0,1,1,1,0,0,True,Couple Leisure,Economy Class,1153,0
5.0,5.0,4.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,227,1
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,1787,0
,,,,1.0,1,1,1,1,0,False,Family Leisure,Economy Class,1245,0
1.0,5.0,2.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,359,0
5.0,5.0,3.0,5.0,2.0,0,0,0,0,0,True,Couple Leisure,Economy Class,574,1
4.0,5.0,,4.0,5.0,0,0,1,0,0,True,Solo Leisure,Economy Class,171,1
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Premium Economy,596,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1382,0
4.0,4.0,2.0,3.0,3.0,0,0,0,0,0,True,Family Leisure,Economy Class,1053,1
1.0,2.0,3.0,1.0,3.0,0,0,0,0,0,True,Family Leisure,Economy Class,363,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,2578,0
1.0,3.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1507,0
4.0,3.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,890,0
3.0,,,1.0,1.0,0,1,1,0,0,True,Business,Economy Class,1100,0
3.0,4.0,4.0,4.0,3.0,0,0,0,0,0,True,Couple Leisure,Economy Class,932,1
4.0,3.0,2.0,4.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,674,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,551,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,907,0
2.0,1.0,2.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1944,0
5.0,4.0,4.0,5.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,711,1
3.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Couple Leisure,Business Class,325,1
4.0,4.0,3.0,4.0,4.0,0,0,0,0,0,False,Family Leisure,Economy Class,851,1
4.0,4.0,2.0,4.0,4.0,0,0,0,0,0,False,Couple Leisure,Economy Class,304,1
4.0,4.0,2.0,4.0,4.0,0,0,0,0,0,False,Couple Leisure,Economy Class,477,1
1.0,1.0,2.0,3.0,2.0,0,0,0,0,0,False,Business,Business Class,1272,0
2.0,3.0,1.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,655,0
1.0,1.0,1.0,2.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,719,0
4.0,4.0,1.0,3.0,5.0,0,0,0,0,0,False,Solo Leisure,Business Class,932,1
4.0,4.0,4.0,3.0,5.0,0,0,0,0,0,False,Couple Leisure,Business Class,329,1
1.0,3.0,5.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,1030,0
3.0,4.0,3.0,4.0,4.0,0,0,0,0,0,False,Business,Business Class,908,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,875,0
4.0,4.0,4.0,3.0,4.0,0,0,0,0,0,False,Business,Economy Class,280,1
5.0,5.0,2.0,4.0,3.0,0,0,0,0,0,False,Solo Leisure,Premium Economy,1031,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,2310,0
3.0,2.0,2.0,1.0,3.0,0,0,0,0,0,False,Family Leisure,Economy Class,577,0
4.0,4.0,2.0,4.0,3.0,0,0,0,0,0,False,Solo Leisure,Economy Class,1132,1
1.0,1.0,1.0,5.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,1740,0
1.0,1.0,2.0,1.0,4.0,0,0,0,0,0,False,Solo Leisure,Economy Class,632,0
1.0,2.0,2.0,3.0,1.0,0,0,0,0,0,False,Business,Economy Class,398,0
3.0,4.0,1.0,1.0,2.0,0,0,0,0,0,False,Couple Leisure,Premium Economy,556,0
3.0,1.0,1.0,3.0,4.0,0,0,0,0,0,False,Solo Leisure,Economy Class,1648,0
3.0,4.0,3.0,4.0,4.0,0,0,0,0,0,False,Business,Economy Class,349,1
3.0,4.0,3.0,2.0,4.0,0,0,0,0,0,False,Family Leisure,Business Class,1988,1
3.0,5.0,4.0,2.0,3.0,0,0,0,0,0,False,Family Leisure,Economy Class,595,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,859,1
4.0,5.0,4.0,5.0,4.0,0,0,0,0,0,False,Solo Leisure,Economy Class,691,1
2.0,3.0,1.0,3.0,1.0,0,0,0,0,0,False,Business,Business Class,469,0
4.0,5.0,5.0,5.0,4.0,0,0,0,0,0,False,Family Leisure,Economy Class,355,1
4.0,5.0,3.0,2.0,4.0,0,0,0,0,0,False,Business,Economy Class,761,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Business,Economy Class,394,0
1.0,5.0,2.0,5.0,3.0,0,0,0,0,0,False,Solo Leisure,Economy Class,1115,1
3.0,3.0,1.0,2.0,2.0,0,0,0,0,0,False,Business,Business Class,1435,0
4.0,4.0,4.0,,4.0,0,0,0,1,0,False,Unknown,Economy Class,249,1
4.0,5.0,3.0,,4.0,0,0,0,1,0,False,Unknown,Economy Class,233,1
1.0,2.0,3.0,,2.0,0,0,0,1,0,False,Unknown,Economy Class,976,0
5.0,5.0,4.0,,5.0,0,0,0,1,0,False,Unknown,Business Class,879,1
5.0,5.0,5.0,,5.0,0,0,0,1,0,False,Unknown,Business Class,225,1
1.0,1.0,2.0,,2.0,0,0,0,1,0,False,Unknown,Economy Class,699,0
3.0,1.0,2.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,758,0
4.0,5.0,5.0,,5.0,0,0,0,1,0,False,Unknown,Business Class,1928,1
3.0,5.0,4.0,,4.0,0,0,0,1,0,False,Unknown,Economy Class,533,1
1.0,1.0,2.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,619,0
5.0,5.0,3.0,,3.0,0,0,0,1,0,False,Unknown,Premium Economy,772,1
4.0,4.0,4.0,,5.0,0,0,0,1,0,False,Unknown,Economy Class,264,1
3.0,4.0,3.0,,4.0,0,0,0,1,0,False,Unknown,Business Class,686,1
3.0,5.0,3.0,,4.0,0,0,0,1,0,False,Unknown,Business Class,693,1
2.0,1.0,2.0,,2.0,0,0,0,1,0,False,Unknown,Economy Class,2069,0
4.0,5.0,5.0,,5.0,0,0,0,1,0,False,Unknown,Economy Class,313,1
4.0,4.0,3.0,,3.0,0,0,0,1,0,False,Unknown,Economy Class,387,1
3.0,3.0,1.0,,3.0,0,0,0,1,0,False,Unknown,Business Class,993,0
5.0,5.0,5.0,,5.0,0,0,0,1,0,False,Unknown,Premium Economy,727,1
2.0,1.0,2.0,,2.0,0,0,0,1,0,False,Unknown,Economy Class,1038,0
3.0,4.0,,,4.0,0,0,1,1,0,False,Unknown,Economy Class,460,1
4.0,2.0,3.0,,2.0,0,0,0,1,0,False,Unknown,Economy Class,1955,0
5.0,5.0,5.0,,5.0,0,0,0,1,0,False,Unknown,Economy Class,339,1
2.0,1.0,2.0,,2.0,0,0,0,1,0,False,Unknown,Economy Class,340,0
4.0,3.0,3.0,,4.0,0,0,0,1,0,False,Unknown,Economy Class,484,1
3.0,2.0,2.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,905,0
3.0,3.0,2.0,,2.0,0,0,0,1,0,False,Unknown,Economy Class,767,0
4.0,,3.0,,1.0,0,1,0,1,0,False,Unknown,Economy Class,1539,0
4.0,4.0,2.0,,4.0,0,0,0,1,0,False,Unknown,Economy Class,207,1
1.0,1.0,3.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,265,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,258,0
3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,True,Family Leisure,First Class,1490,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,746,0
,,,1.0,1.0,1,1,1,0,0,True,Couple Leisure,Economy Class,646,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1532,0
3.0,3.0,2.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,457,0
5.0,5.0,4.0,4.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,311,0
4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,False,Business,Economy Class,288,1
4.0,4.0,4.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,1248,0
2.0,2.0,1.0,1.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,422,0
2.0,2.0,3.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,2057,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Business,Premium Economy,629,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,495,0
4.0,3.0,4.0,1.0,2.0,0,0,0,0,0,True,Business,Business Class,1973,0
2.0,3.0,2.0,1.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1544,0
3.0,3.0,4.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1440,0
2.0,3.0,3.0,2.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,805,0
,,,,1.0,1,1,1,1,0,False,Couple Leisure,Economy Class,884,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,1215,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,889,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,630,0
4.0,2.0,3.0,1.0,3.0,0,0,0,0,0,True,Business,Business Class,699,0
3.0,3.0,3.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,541,0
3.0,3.0,1.0,3.0,3.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1263,0
4.0,5.0,3.0,5.0,2.0,0,0,0,0,0,False,Couple Leisure,Economy Class,428,1
1.0,5.0,,4.0,4.0,0,0,1,0,0,True,Couple Leisure,Economy Class,408,1
1.0,2.0,,1.0,2.0,0,0,1,0,0,False,Family Leisure,Economy Class,364,0
1.0,3.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,974,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,507,0
3.0,3.0,3.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,626,0
3.0,3.0,3.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,435,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,751,0
3.0,3.0,3.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,1181,0
2.0,2.0,1.0,2.0,1.0,0,0,0,0,0,True,Business,Business Class,196,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Premium Economy,934,0
3.0,3.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,511,0
,,,1.0,1.0,1,1,1,0,0,True,Solo Leisure,Economy Class,1069,0
1.0,2.0,3.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Premium Economy,1412,0
2.0,1.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,573,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Business Class,286,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,774,0
3.0,1.0,1.0,4.0,3.0,0,0,0,0,0,False,Family Leisure,Premium Economy,666,0
2.0,2.0,2.0,1.0,2.0,0,0,0,0,0,True,Couple Leisure,Economy Class,467,0
3.0,5.0,3.0,5.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,228,1
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,649,0
5.0,1.0,1.0,1.0,2.0,0,0,0,0,0,False,Family Leisure,Business Class,1190,0
,,,1.0,1.0,1,1,1,0,0,False,Couple Leisure,Economy Class,964,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,740,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,203,0
5.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Business Class,2860,0
1.0,3.0,2.0,2.0,2.0,0,0,0,0,0,False,Family Leisure,Economy Class,597,0
2.0,3.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,604,0
4.0,1.0,3.0,2.0,4.0,0,0,0,0,0,True,Solo Leisure,Business Class,1077,0
1.0,2.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1081,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,837,0
,,,,1.0,1,1,1,1,0,False,Couple Leisure,First Class,1238,0
3.0,3.0,2.0,3.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1558,0
,,,1.0,1.0,1,1,1,0,0,True,Couple Leisure,Economy Class,719,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Business,Economy Class,330,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,536,0
3.0,2.0,3.0,2.0,2.0,0,0,0,0,0,True,Business,Economy Class,382,0
3.0,3.0,2.0,2.0,3.0,0,0,0,0,0,False,Business,Business Class,204,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,261,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,1159,0
,,,,1.0,1,1,1,1,0,True,Couple Leisure,Economy Class,414,0
2.0,2.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Premium Economy,1183,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,306,0
2.0,2.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,290,0
,,,,1.0,1,1,1,1,0,True,Couple Leisure,Economy Class,456,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,974,0
1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,True,Business,Business Class,180,0
2.0,3.0,1.0,1.0,1.0,0,0,0,0,0,False,Business,Business Class,1318,0
3.0,3.0,2.0,2.0,2.0,0,0,0,0,0,True,Couple Leisure,Economy Class,2629,0
2.0,2.0,3.0,1.0,1.0,0,0,0,0,0,False,Business,Business Class,286,0
,,,1.0,1.0,1,1,1,0,0,False,Family Leisure,Economy Class,1185,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,222,0
1.0,1.0,2.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,539,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,572,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Business Class,2387,0
4.0,2.0,3.0,1.0,1.0,0,0,0,0,0,True,Business,Business Class,1106,0
,,,,1.0,1,1,1,1,0,False,Solo Leisure,Economy Class,692,0
3.0,2.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,432,0
4.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Business Class,711,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,1058,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1126,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,First Class,1233,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Premium Economy,1896,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,369,0
2.0,4.0,3.0,2.0,2.0,0,0,0,0,0,True,Family Leisure,Business Class,217,0
2.0,1.0,,1.0,1.0,0,0,1,0,0,False,Solo Leisure,Economy Class,234,0
3.0,3.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,511,0
1.0,2.0,2.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,940,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,646,0
3.0,4.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1233,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,386,0
